Statistic Label,Month,NACE Group,UNIT,VALUE
Retail Sales Index Value Adjusted,2021 April,"All retail businesses, excluding motor trades",Base Year 2021=100,85.3
Retail Sales Index Value Adjusted,2021 April,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,87.9
Retail Sales Index Value Adjusted,2021 April,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,102.4
Retail Sales Index Value Adjusted,2021 April,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,78.2
Retail Sales Index Value Adjusted,2021 April,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,104
Retail Sales Index Value Adjusted,2021 April,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,110.3
Retail Sales Index Value Adjusted,2021 April,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,103.5
Retail Sales Index Value Adjusted,2021 April,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,27.3
Retail Sales Index Value Adjusted,2021 April,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,93.2
Retail Sales Index Value Adjusted,2021 April,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,90.3
Retail Sales Index Value Adjusted,2021 April,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,72.3
Retail Sales Index Value Adjusted,2021 April,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,87
Retail Sales Index Value Adjusted,2021 May,Motor trades (45),Base Year 2021=100,108.1
Retail Sales Index Value Adjusted,2021 May,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,100.5
Retail Sales Index Value Adjusted,2021 May,Department stores (4719),Base Year 2021=100,106.5
Retail Sales Index Value Adjusted,2021 May,Retail sale of automotive fuel (4730),Base Year 2021=100,97.7
Retail Sales Index Value Adjusted,2021 May,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,93.3
Retail Sales Index Value Adjusted,2021 May,Retail sale of furniture and lighting (4759),Base Year 2021=100,113.5
Retail Sales Index Value Adjusted,2021 May,Bars (5630),Base Year 2021=100,26.9
Retail Sales Index Value Adjusted,2021 May,All retail businesses,Base Year 2021=100,100
Retail Sales Index Value Adjusted,2021 May,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,106.5
Retail Sales Index Value Adjusted,2021 May,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,97.7
Retail Sales Index Value Adjusted,2021 May,"All retail businesses, excluding motor trades",Base Year 2021=100,94
Retail Sales Index Value Adjusted,2021 May,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,99
Retail Sales Index Value Adjusted,2021 May,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,100.9
Retail Sales Index Value Adjusted,2021 May,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,96.9
Retail Sales Index Value Adjusted,2021 May,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,104.1
Retail Sales Index Value Adjusted,2021 May,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,100.4
Retail Sales Index Value Adjusted,2021 May,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,94.2
Retail Sales Index Value Adjusted,2021 May,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,123
Retail Sales Index Value Adjusted,2021 May,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,93.3
Retail Sales Index Value Adjusted,2021 May,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,92.2
Retail Sales Index Value Adjusted,2021 May,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,67.4
Retail Sales Index Value Adjusted,2021 May,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,94
Retail Sales Index Value Adjusted,2021 June,Motor trades (45),Base Year 2021=100,107.3
Retail Sales Index Value Adjusted,2021 June,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,98.3
Retail Sales Index Value Adjusted,2021 June,Department stores (4719),Base Year 2021=100,126.8
Retail Sales Index Value Adjusted,2021 June,Retail sale of automotive fuel (4730),Base Year 2021=100,104.8
Retail Sales Index Value Adjusted,2021 June,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,95.6
Retail Sales Index Value Adjusted,2021 June,Retail sale of furniture and lighting (4759),Base Year 2021=100,114.2
Retail Sales Index Value Adjusted,2021 June,Bars (5630),Base Year 2021=100,94.2
Retail Sales Index Value Adjusted,2021 June,All retail businesses,Base Year 2021=100,104.9
Retail Sales Index Value Adjusted,2021 June,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,106.8
Retail Sales Index Value Adjusted,2021 June,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,104.1
Retail Sales Index Value Adjusted,2021 June,"All retail businesses, excluding motor trades",Base Year 2021=100,103.5
Retail Sales Index Value Adjusted,2021 June,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,103.3
Retail Sales Index Value Adjusted,2021 June,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,99.2
Retail Sales Index Value Adjusted,2021 June,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,105
Retail Sales Index Value Adjusted,2021 June,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,107.4
Retail Sales Index Value Adjusted,2021 June,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,100.3
Retail Sales Index Value Adjusted,2021 June,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,97.8
Retail Sales Index Value Adjusted,2021 June,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,128.3
Retail Sales Index Value Adjusted,2021 June,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,104
Retail Sales Index Value Adjusted,2021 June,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,104.7
Retail Sales Index Value Adjusted,2021 June,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,104.4
Retail Sales Index Value Adjusted,2021 June,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,104.3
Retail Sales Index Value Adjusted,2021 July,Motor trades (45),Base Year 2021=100,110.7
Retail Sales Index Value Adjusted,2021 July,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,103
Retail Sales Index Value Adjusted,2021 July,Department stores (4719),Base Year 2021=100,110.7
Retail Sales Index Value Adjusted,2021 July,Retail sale of automotive fuel (4730),Base Year 2021=100,106.6
Retail Sales Index Value Adjusted,2021 July,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,93.5
Retail Sales Index Value Adjusted,2021 July,Retail sale of furniture and lighting (4759),Base Year 2021=100,120
Retail Sales Index Value Adjusted,2021 July,Bars (5630),Base Year 2021=100,117.8
Retail Sales Index Value Adjusted,2021 July,All retail businesses,Base Year 2021=100,105.3
Retail Sales Index Value Adjusted,2021 July,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,109.5
Retail Sales Index Value Adjusted,2021 July,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,103.4
Retail Sales Index Value Adjusted,2021 July,"All retail businesses, excluding motor trades",Base Year 2021=100,104.6
Retail Sales Index Value Adjusted,2021 July,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,102.9
Retail Sales Index Value Adjusted,2021 July,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,102.3
Retail Sales Index Value Adjusted,2021 July,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,102.9
Retail Sales Index Value Adjusted,2021 July,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,104
Retail Sales Index Value Adjusted,2021 July,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,103.2
Retail Sales Index Value Adjusted,2021 July,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,97.3
Retail Sales Index Value Adjusted,2021 July,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,119.7
Retail Sales Index Value Adjusted,2021 July,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,101.3
Retail Sales Index Value Adjusted,2021 July,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,101.4
Retail Sales Index Value Adjusted,2021 July,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,97.1
Retail Sales Index Value Adjusted,2021 July,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,97.8
Retail Sales Index Value Adjusted,2021 August,Motor trades (45),Base Year 2021=100,109.3
Retail Sales Index Value Adjusted,2021 August,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,98.3
Retail Sales Index Value Adjusted,2021 August,Department stores (4719),Base Year 2021=100,109.3
Retail Sales Index Value Adjusted,2021 August,Retail sale of automotive fuel (4730),Base Year 2021=100,110.6
Retail Sales Index Value Adjusted,2021 August,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,96.4
Retail Sales Index Value Adjusted,2021 August,Retail sale of furniture and lighting (4759),Base Year 2021=100,115.3
Retail Sales Index Value Adjusted,2021 August,Bars (5630),Base Year 2021=100,145.6
Retail Sales Index Value Adjusted,2021 August,All retail businesses,Base Year 2021=100,104.4
Retail Sales Index Value Adjusted,2021 August,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,109.4
Retail Sales Index Value Adjusted,2021 August,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,101.2
Retail Sales Index Value Adjusted,2021 August,"All retail businesses, excluding motor trades",Base Year 2021=100,103.2
Retail Sales Index Value Adjusted,2021 August,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,100.3
Retail Sales Index Value Adjusted,2021 August,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,97.8
Retail Sales Index Value Adjusted,2021 August,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,102.6
Retail Sales Index Value Adjusted,2021 August,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,101.5
Retail Sales Index Value Adjusted,2021 August,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,99.9
Retail Sales Index Value Adjusted,2021 August,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,98.8
Retail Sales Index Value Adjusted,2021 August,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,125.1
Retail Sales Index Value Adjusted,2021 August,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,96.2
Retail Sales Index Value Adjusted,2021 August,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,96.9
Retail Sales Index Value Adjusted,2021 August,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,119.6
Retail Sales Index Value Adjusted,2021 August,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,95.3
Retail Sales Index Value Adjusted,2021 September,Motor trades (45),Base Year 2021=100,109.1
Retail Sales Index Value Adjusted,2021 September,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,98.1
Retail Sales Index Value Adjusted,2021 September,Department stores (4719),Base Year 2021=100,114.1
Retail Sales Index Value Adjusted,2021 September,Retail sale of automotive fuel (4730),Base Year 2021=100,107.9
Retail Sales Index Value Adjusted,2021 September,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,92.3
Retail Sales Index Value Adjusted,2021 September,Retail sale of furniture and lighting (4759),Base Year 2021=100,112.8
Retail Sales Index Value Adjusted,2021 September,Bars (5630),Base Year 2021=100,172.3
Retail Sales Index Value Adjusted,2021 September,All retail businesses,Base Year 2021=100,106.4
Retail Sales Index Value Adjusted,2021 September,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,107.8
Retail Sales Index Value Adjusted,2021 September,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,103.8
Retail Sales Index Value Adjusted,2021 September,"All retail businesses, excluding motor trades",Base Year 2021=100,106.5
Retail Sales Index Value Adjusted,2021 September,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,103.5
Retail Sales Index Value Adjusted,2021 September,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,98
Retail Sales Index Value Adjusted,2021 September,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,106.4
